archArea,archGbCd,archGbCdNm,archPmsDay,atchBldDongCnt,bcRat,bjdongCd,bldNm,block,bun,crtnDay,fmlyCnt,guyukCd,guyukCdNm,hhldCnt,hoCnt,ji,jiguCd,jiguCdNm,jimokCd,jimokCdNm,jiyukCd,jiyukCdNm,lot,mainBldCnt,mainPurpsCd,mainPurpsCdNm,mgmPmsrgstPk,platArea,platGbCd,platPlc,realStcnsDay,rnum,sigunguCd,splotNm,stcnsDelayDay,stcnsSchedDay,totArea,totPkngCnt,useAprDay,vlRat,vlRatEstmTotArea
318.75,0100,신축,20011109,0,50.76,10900,동소문동 근린생활시설, ,0005,20090321,0,300,지구단위계획구역,0,0,0001,101,중심지미관지구,08,대,1030,준주거지역, ,1,03000,제1종근린생활시설,11290-1341,627.9,0,서울특별시 성북구 동소문동6가 5-1번지,20031108,8,11290, ,20031109,20031109,2962.97,22,20050303,375.14,2355.48
0, , ,20040114,0,0,10900, , ,0005,20100325,0, , ,0,0,0001, , , , , , , ,0, , ,11290-8324,0,0,서울특별시 성북구 동소문동6가 5-1번지, ,9,11290, , , ,0,0, ,0,0
318.75,0700,용도변경,20070706,0,50.76,10900,1, ,0005,20110723,0,301,제1종지구단위계획구역,0,0,0001,101,중심지미관지구,08,대,1120,일반상업지역, ,1,10000,교육연구시설,11290-5283,627.9,0,서울특별시 성북구 동소문동6가 5-1번지, ,10,11290, , , ,2962.97,22,20070713,375.14,2355.48
139.86,0100,신축,20020726,0,59.97,11000,김승회씨빌딩, ,0001,20090321,2, , ,0,0,0001, , , , ,1020,일반주거지역, ,1,04000,제2종근린생활시설,11290-2554,233.2,0,서울특별시 성북구 동소문동7가 1-1번지,20020820,1,11290, , ,20020826,612.6,4,20021226,243.47,567.78
0, , ,20020730,0,0,11000, , ,0001,20100325,0, , ,0,0,0001, , , , , , , ,0, , ,11290-7226,0,0,서울특별시 성북구 동소문동7가 1-1번지, ,2,11290, , , ,0,0, ,0,0
0, , ,20020730,0,0,11000, , ,0001,20100325,0, , ,0,0,0001, , , , , , , ,0, , ,11290-7225,0,0,서울특별시 성북구 동소문동7가 1-1번지, ,3,11290, , , ,0,0, ,0,0
32.03,0200,증축,20030718,0,59.38,11000,동소문동 근생증축공사, ,0001,20090321,0, , ,0,0,0005, , ,08,대,1020,일반주거지역, ,1,03000,제1종근린생활시설,11290-3728,53.94,0,서울특별시 성북구 동소문동7가 1-5번지,20031023,4,11290, , ,20031023,93.63,0,20031224,173.58,93.63
0, , ,20021121,0,0,11000, , ,0001,20100325,0, , ,0,0,0005, , , , , , , ,0, , ,11290-7547,0,0,서울특별시 성북구 동소문동7가 1-5번지, ,5,11290, , , ,0,0, ,0,0
40.77,0100,신축,20030902,0,57.74,11000,동소문동근생및단독주택, ,0001,20090321,1, , ,0,0,0006, , ,08,대,1020,일반주거지역, ,1,04000,제2종근린생활시설,11290-3655,70.6,0,서울특별시 성북구 동소문동7가 1-6번지,20030904,6,11290, , ,20030903,99.81,0,20031223,141.37,99.81
0, , ,20030905,0,0,11000, , ,0001,20100325,0, , ,0,0,0006, , , , , , , ,0, , ,11290-8181,0,0,서울특별시 성북구 동소문동7가 1-6번지, ,7,11290, , , ,0,0, ,0,0
29.32,0600,대수선,20050527,0,47.62,11000,1, ,0002,20090321,1, , ,0,0,0005, , ,08,대,1022,제2종일반주거지역, ,1,01000,단독주택,11290-4556,61.8,0,서울특별시 성북구 동소문동7가 2-5번지,20050607,8,11290, , ,20050607,29.32,0, ,47.62,29.32
0, , ,20010803,0,0,11000, , ,0002,20100325,0, , ,0,0,0008, , , , , , , ,0, , ,11290-6157,0,0,서울특별시 성북구 동소문동7가 2-8번지, ,9,11290, , , ,0,0, ,0,0
87.62,0100,신축,20010726,0,54.66,11000, ,2,0002,20160206,0,010,도시계획구역,0,0,0008, , ,08,대,1020,일반주거지역,8,1,04000,제2종근린생활시설,11290-1137,160.3,0,서울특별시 성북구 동소문동7가 2-8번지,20010818,10,11290,서울특별시 성북구 동소문동7가, , ,314.95,2,20011212,196.48,314.95
0, , ,20090519,0,0,11100, , ,0002,20100325,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11290-100006576,0,0,서울특별시 성북구 삼선동1가 2번지, ,1,11290, , , ,0,0, ,0,0
211.28,0100,신축,20180903,0,52.74,11100,삼선동1가 3-2 업무시설 (우영건설), ,0003,20190216,0,ZQ0001,중점경관관리구역,20,32,0002,UQI100,방화지구,08,대,UQA01X,도시지역, ,1,14000,업무시설,11290-100058776,400.6,0,서울특별시 성북구 삼선동1가 3-2번지,20190215,2,11290, , ,20190218,2011.4,0, ,381.95,1530.12
0, , ,20151022,0,0,11100, , ,0005,20151023,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11290-100038447,0,0,서울특별시 성북구 삼선동1가 5번지, ,3,11290, , , ,0,0, ,0,0
0, , ,20160525,0,0,11100, , ,0011,20160526,0, , ,0,0,0004, , ,08,대, , , ,0, , ,11290-100041926,0,0,서울특별시 성북구 삼선동1가 11-4번지, ,4,11290, , , ,0,0, ,0,0
138.94,0100,신축,20160516,0,55.31,11100,MOOK HOUSE, ,0011,20170304,0, , ,8,0,0004, , ,08,대,UQA122,제2종일반주거지역, ,1,02000,공동주택,11290-100041748,251.2,0,서울특별시 성북구 삼선동1가 11-4번지,20160601,5,11290, , ,20160608,498.42,0,20170303,198.41,498.42
0, , ,20160525,0,0,11100, , ,0011,20160526,0, , ,0,0,0005, , ,08,대, , , ,0, , ,11290-100041909,0,0,서울특별시 성북구 삼선동1가 11-5번지, ,6,11290, , , ,0,0, ,0,0
0, , ,20080509,0,0,11100, , ,0011,20100325,0, , ,0,0,0006, , ,08,대, , , ,0, , ,11290-100004586,0,0,서울특별시 성북구 삼선동1가 11-6번지, ,7,11290, , , ,0,0, ,0,0
146.41,0100,신축,20080718,0,58.77,11100,삼선동1가 11-6 공동주택 (김정훈), ,0011,20160818,0, , ,5,1,0006, , ,08,대,1022,제2종일반주거지역, ,1,02000,공동주택,11290-100004890,249.12,0,서울특별시 성북구 삼선동1가 11-6번지,20080723,8,11290, , ,20080724,464.69,0,20090203,149.78,373.14
0, , ,20170105,0,0,11100, , ,0011,20170106,0, , ,0,0,0007, , ,08,대, , , ,0, , ,11290-100046370,0,0,서울특별시 성북구 삼선동1가 11-7번지, ,9,11290, , , ,0,0, ,0,0
0, , ,20170529,0,0,11100, , ,0011,20170530,0, , ,0,0,0007, , ,08,대, , , ,0, , ,11290-100049190,0,0,서울특별시 성북구 삼선동1가 11-7번지, ,10,11290, , , ,0,0, ,0,0
29.57,0100,신축,20021101,0,54.82,11200,동소문동 근린생활시설, ,0001,20090321,0, , ,0,0,0005, , ,08,대,1020,일반주거지역, ,1,03000,제1종근린생활시설,11290-3038,53.94,0,서울특별시 성북구 삼선동2가 1-5번지, ,1,11290, , , ,53.4,0,20021121,99,53.4
0, , ,20010330,0,0,11200, , ,0002,20100325,0, , ,0,0,0001, , , , , , , ,0, , ,11290-5882,0,0,서울특별시 성북구 삼선동2가 2-1번지, ,2,11290, , , ,0,0, ,0,0
247.79,0100,신축,20020427,0,53.81,11200,삼선동근생/다세대, ,0022,20090321,0, , ,12,0,0000, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11290-2374,460.5,0,서울특별시 성북구 삼선동2가 22번지,20020722,3,11290, , , ,1359.67,14,20030604,295.26,1359.67
0, , ,20020718,0,0,11200, , ,0022,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11290-7192,0,0,서울특별시 성북구 삼선동2가 22번지, ,4,11290, , , ,0,0, ,0,0
0, , ,20010702,0,0,11200, , ,0034,20100325,0, , ,0,0,0003, , , , , , , ,0, , ,11290-6086,0,0,서울특별시 성북구 삼선동2가 34-3번지, ,5,11290, , , ,0,0, ,0,0
96.66,0100,신축,20040323,0,57.33,11200,삼선동2가 43번지, ,0043,20090321,1, , ,0,0,0000, , ,08,대,1022,제2종일반주거지역, ,1,03000,제1종근린생활시설,11290-3890,168.6,0,서울특별시 성북구 삼선동2가 43번지,20040521,6,11290, , ,20040522,325.54,3,20041025,193.08,325.54
0, , ,20040430,0,0,11200, , ,0043,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11290-8472,0,0,서울특별시 성북구 삼선동2가 43번지, ,7,11290, , , ,0,0, ,0,0
19.27,0700,용도변경,20130925,0,52.93,11200,삼선동2가 46-3 제1종근린생활시설 (조봉선), ,0046,20130928,1, , ,0,0,0003, , ,08,대,UQA122,제2종일반주거지역, ,1,03000,제1종근린생활시설,11290-100025182,36.4,0,서울특별시 성북구 삼선동2가 46-3번지, ,8,11290, , , ,43.04,0, ,105.87,38.54
77.88,0100,신축,20020828,0,58.34,11200,삼선동2가 근린생활시설, ,0052,20090321,2, , ,0,0,0000, , ,08,대,1020,일반주거지역, ,1,01000,단독주택,11290-2633,133.5,0,서울특별시 성북구 삼선동2가 52번지,20021107,9,11290, , ,20021028,385.86,3,20030718,221.02,295.06
0, , ,20021008,0,0,11200, , ,0052,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11290-7413,0,0,서울특별시 성북구 삼선동2가 52번지, ,10,11290, , , ,0,0, ,0,0
221.18,0100,신축,20020315,0,54.1,11300, ,22,0000,20090321,0, , ,10,0,0000, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11290-2180,408.8,0,서울특별시 성북구 삼선동3가, ,1,11290, , , ,1040.49,12, ,254.52,1040.49
0, , ,20020523,0,0,11300, , ,0002,20100325,0, , ,0,0,0005, , , , , , , ,0, , ,11290-7040,0,0,서울특별시 성북구 삼선동3가 2-5번지, ,2,11290, , , ,0,0, ,0,0
208.48,0100,신축,20021130,0,55.18,11300,진성아파트, ,0003,20090321,0, , ,10,0,0001, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11290-2892,377.8,0,서울특별시 성북구 삼선동3가 3-1번지,20030220,3,11290, , ,20030220,973.1,12,20031114,257.57,973.1
832.45,0200,증축,20101027,1,28.87,11300,삼선동3가 3-2 (성북세무서), ,0003,20101116,0,UNA200,대공방어 협조구역,0,0,0002, , ,08,대,UQA122,제2종일반주거지역, ,1,14000,업무시설,11290-100010690,2883.6,0,서울특별시 성북구 삼선동3가 3-2번지, ,4,11290, , , ,2887.69,0,20101115,81.99,2364.39
0, , ,20140220,0,0,11300, , ,0003,20140221,0, , ,0,0,0002, , ,08,대, , , ,0, , ,11290-100027194,0,0,서울특별시 성북구 삼선동3가 3-2번지, ,5,11290, , , ,0,0, ,0,0
54, , ,20141124,0,0,11300, , ,0003,20160628,0,UOA120,상대정화구역,0,0,0002,UNE200,대공방어협조구역,08,대,UQA001,도시지역, ,0, , ,11290-100032162,2883.6,0,서울특별시 성북구 삼선동3가 3-2번지, ,6,11290, , , ,54,0, ,0,0
1389.97,0100,신축,20131015,0,48.2026,11300,삼선동3가 3-2 업무시설 (성북세무서), ,0003,20171014,0,UOA120,상대정화구역,0,0,0002,UNE200,대공방어협조구역,08,대,UQA001,도시지역, ,1,14000,업무시설,11290-100025444,2883.6,0,서울특별시 성북구 삼선동3가 3-2번지,20140527,7,11290, , ,20140515,7450.12,0,20171011,160.4855,4627.76
212.23,0100,신축,20021019,0,55.34,11300,삼선동 다세대주택, ,0003,20090321,0, , ,16,0,0004, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11290-2842,383.5,0,서울특별시 성북구 삼선동3가 3-4번지,20021118,8,11290, , ,20021031,659.27,0,20030801,171.91,659.27
0, , ,20021018,0,0,11300, , ,0003,20100325,0, , ,0,0,0004, , , , , , , ,0, , ,11290-7443,0,0,서울특별시 성북구 삼선동3가 3-4번지, ,9,11290, , , ,0,0, ,0,0
0, , ,20021015,0,0,11300, , ,0003,20100325,0, , ,0,0,0004, , , , , , , ,0, , ,11290-7436,0,0,서울특별시 성북구 삼선동3가 3-4번지, ,10,11290, , , ,0,0, ,0,0
8.41, , ,20010611,0,0,11400, , ,0001,20120301,0, , ,0,0,0000, , , , , , , ,0, , ,11290-1872,174.6,0,서울특별시 성북구 삼선동4가 1번지, ,1,11290, , , ,8.41,0, ,0,0
99.31,0100,신축,20130121,0,56.88,11400,삼선동4가 1번지 다세대주택 및 근생, ,0001,20130817,0, , ,10,1,0000,UNE200,대공방어협조구역,11,주차장,UQA001,도시지역, ,1,02000,공동주택,11290-100021962,174.6,0,서울특별시 성북구 삼선동4가 1번지,20130327,2,11290, , ,20130318,338.91,0,20130816,194.11,338.9
9, , ,20120307,0,0,11400, , ,0001,20140925,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11290-100016797,174.6,0,서울특별시 성북구 삼선동4가 1번지, ,3,11290, , , ,9,0, ,0,0
0, , ,20010510,0,0,11400, , ,0002,20100325,0, , ,0,0,0006, , , , , , , ,0, , ,11290-5963,0,0,서울특별시 성북구 삼선동4가 2-6번지, ,4,11290, , , ,0,0, ,0,0
171.64,0100,신축,20020408,0,57.64,11400,삼선동 근린생활시설,3,0003,20090321,0, , ,0,0,0000, , ,08,대,0100,도시지역, ,1,04000,제2종근린생활시설,11290-2272,297.8,0,서울특별시 성북구 삼선동4가 3번지,20020716,5,11290,서울특별시 성북구 삼선동4가, ,20020716,755.4,2,20030318,192.7,573.86
34.47,0200,증축,20040524,0,11.57,11400,삼선동근생, ,0003,20090321,0, , ,0,0,0000, , ,08,대,1020,일반주거지역, ,1,04000,제2종근린생활시설,11290-4096,297.8,0,서울특별시 성북구 삼선동4가 3번지,20040528,6,11290, , ,20040528,34.47,5,20040616,11.57,34.47
0, , ,20020601,0,0,11400, , ,0005,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11290-7074,0,0,서울특별시 성북구 삼선동4가 5번지, ,7,11290, , , ,0,0, ,0,0
0, , ,20090424,0,0,11400, , ,0006,20100325,0, , ,0,0,0000, , ,08,대, , , ,0, , ,11290-100006415,0,0,서울특별시 성북구 삼선동4가 6번지, ,8,11290, , , ,0,0, ,0,0
128.12,0100,신축,20030602,0,56.99,11400,삼선동빌딩, ,0006,20130831,0, , ,0,0,0000, , ,08,대,1020,일반주거지역, ,1,04000,제2종근린생활시설,11290-3343,224.8,0,서울특별시 성북구 삼선동4가 6번지,20050602,9,11290, ,20050601,20050602,667.71,6,20101123,297.02,667.71
417.63,0700,용도변경,20080328,0,50.3,11400,1, ,0009,20090321,0, , ,0,0,0000, , ,08,대,1022,제2종일반주거지역, ,1,11000,노유자시설,11290-100004384,830.2,0,서울특별시 성북구 삼선동4가 9번지, ,10,11290, , , ,1075.77,0,20080425,117.81,978.09
163.33,0700,용도변경,20100917,0,58.06,11500,원빌딩, ,0001,20101104,5, , ,0,0,0001, , ,08,대,UQA122,제2종일반주거지역, ,1,04000,제2종근린생활시설,11290-100010270,281.3,0,서울특별시 성북구 삼선동5가 1-1번지, ,1,11290, , , ,899.81,0,20101103,251.48,707.42
146.93,0200,증축,20040315,0,57.35,11500,삼선동 주택및근생, ,0001,20090321,7, , ,0,0,0002, , ,08,대,1022,제2종일반주거지역, ,1,01000,단독주택,11290-4077,256.2,0,서울특별시 성북구 삼선동5가 1-2번지, ,2,11290, , , ,579.64,5, ,189.4,485.25
163.16,0100,신축,20010111,0,59.61,11500,김상봉다세대주택, ,0002,20090321,0, , ,8,0,0001, , , , ,1020,일반주거지역, ,1,02000,공동주택,11290-833,273.7,0,서울특별시 성북구 삼선동5가 2-1번지,20010424,3,11290, , , ,732.83,7,20010914,233.74,639.75
0, , ,20010427,0,0,11500, , ,0002,20100325,0, , ,0,0,0001, , , , , , , ,0, , ,11290-5936,0,0,서울특별시 성북구 삼선동5가 2-1번지, ,4,11290, , , ,0,0, ,0,0
163.67,0100,신축,20181217,0,59.5814,11500, , ,0002,20181218,0,ZQ0001,중점경관관리구역,0,0,0002,UNE200,대공방어협조구역,08,대,UQA01X,도시지역, ,1,11000,노유자시설,11290-100061057,274.7,0,서울특별시 성북구 삼선동5가 2-2번지, ,5,11290, , , ,535.62,0, ,194.9836,535.62
169.35,0100,신축,20010628,0,59.93,11500,김용섭 다세대주택, ,0002,20090321,0, , ,12,0,0003, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11290-1066,282.6,0,서울특별시 성북구 삼선동5가 2-3번지, ,6,11290, ,20030628, ,814.6,8, ,228.01,644.36
0, , ,20180312,0,0,11500, , ,0002,20180313,0, , ,0,0,0003, , ,08,대, , , ,0, , ,11290-100055035,0,0,서울특별시 성북구 삼선동5가 2-3번지, ,7,11290, , , ,0,0, ,0,0
168.48,0100,신축,20180122,0,59.62,11500, , ,0002,20181212,0, , ,11,1,0003, , ,08,대, , , ,1,02000,공동주택,11290-100054130,282.6,0,서울특별시 성북구 삼선동5가 2-3번지,20180313,8,11290, , ,20180312,562.57,0,20181211,199.07,562.57
168.48,0100,신축,20011121,0,59.89,11500,동원하우징, ,0002,20090321,0, , ,7,0,0004, , ,08,대,1020,일반주거지역, ,1,02000,공동주택,11290-1370,281.3,0,서울특별시 성북구 삼선동5가 2-4번지,20011207,9,11290, , ,20011207,638.79,4,20020524,201.71,568.2
0, , ,20011127,0,0,11500, , ,0002,20100325,0, , ,0,0,0004, , , , , , , ,0, , ,11290-6426,0,0,서울특별시 성북구 삼선동5가 2-4번지, ,10,11290, , , ,0,0, ,0,0
160.96,0600,대수선,20020909,0,91.2,11600,동선동빌딩, ,0001,20090321,0,300,지구단위계획구역,0,0,0001,101,중심지미관지구,08,대,1120,일반상업지역, ,1,03000,제1종근린생활시설,11290-3167,176.5,0,서울특별시 성북구 동선동1가 1-1번지,20020909,1,11290, , , ,937.94,0,20021007,427.42,754.4
160.96,0600,대수선,20070620,0,91.2,11600, , ,0001,20130319,0, , ,0,0,0001, , , , , , , ,1,03000,제1종근린생활시설,11290-5226,176.5,0,서울특별시 성북구 동선동1가 1-1번지,20070627,2,11290, , ,20070626,937.94,0,20080229,427.42,754.4
160.96,0600,대수선,20180405,0,91.2,11600, , ,0001,20180914,0,UQQ310,제1종지구단위계획구역,0,6,0001,UQG110,중심지미관지구,08,대,UQA220,일반상업지역, ,1,03000,제1종근린생활시설,11290-100055599,176.5,0,서울특별시 성북구 동선동1가 1-1번지,20180509,3,11290, , ,20180508,937.94,0,20180627,427.42,754.4
1060.48,0100,신축,20040503,0,48.94,11600,오스페, ,0001,20090321,0,301,제1종지구단위계획구역,0,0,0002,101,중심지미관지구,08,대,1120,일반상업지역, ,1,07000,판매시설,11290-3905,2167.1,0,서울특별시 성북구 동선동1가 1-2번지,20050328,4,11290, , ,20050328,26488.2,176,20080904,679.47,14724.84
1060.48,0600,대수선,20091118,0,49.1,11600,유타, ,0001,20100126,0,301,제1종지구단위계획구역,0,0,0002,101,중심지미관지구,08,대,1120,일반상업지역, ,1,07000,판매시설,11290-100007631,2159.6,0,서울특별시 성북구 동선동1가 1-2번지,20091127,5,11290, , ,20091128,26488.2,0,20100125,681.83,14724.84
0, , ,20041130,0,0,11600, , ,0001,20100325,0, , ,0,0,0002, , , , , , , ,0, , ,11290-8631,0,0,서울특별시 성북구 동선동1가 1-2번지, ,6,11290, , , ,0,0, ,0,0
1060.48,0700,용도변경,20100623,0,49.1,11600,유타, ,0001,20100708,0,301,제1종지구단위계획구역,0,0,0002,101,중심지미관지구,08,대,1120,일반상업지역, ,1,07000,판매시설,11290-100009050,2159.6,0,서울특별시 성북구 동선동1가 1-2번지, ,7,11290, , , ,26488.2,0,20100706,681.83,14724.84
1060.48,0700,용도변경,20111213,0,49.1,11600,유타, ,0001,20111214,0,UQQ310,제1종지구단위계획구역,0,0,0002,UQG110,중심지미관지구,08,대,UQA220,일반상업지역, ,1,07000,판매시설,11290-100015686,2159.6,0,서울특별시 성북구 동선동1가 1-2번지, ,8,11290, , , ,26488.2,0, ,681.83,14724.84
142.2, , ,20050315,0,0,11600, , ,0001,20120615,0, , ,0,0,0002, , , , , , , ,0, , ,11290-4625,2284,0,서울특별시 성북구 동선동1가 1-2번지, ,9,11290, , , ,300.6,0, ,0,0
263.5, , ,20060428,0,0,11600, , ,0001,20120615,0, , ,0,0,0002, , , , , , , ,0, , ,11290-4995,0,0,서울특별시 성북구 동선동1가 1-2번지, ,10,11290, , , ,281.5,0, ,0,0
0, , ,20030827,0,0,11700, , ,0000,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11290-8161,0,0,서울특별시 성북구 동선동2가, ,1,11290, , , ,0,0, ,0,0
361.05,0200,증축,20031210,1,22.13,11700,천주교성골롬반외방선교수녀회, ,0001,20090321,0, , ,0,0,0001, , ,08,대,1022,제2종일반주거지역, ,1,Z5000, ,11290-3768,1631.7,0,서울특별시 성북구 동선동2가 1-1번지,20031211,2,11290, , ,20031212,1030.41,2,20031230,56.52,922.16
478.09,0200,증축,20040707,0,29.3,11700,천주교 동선동수녀원, ,0001,20130925,0, , ,0,0,0001, , ,08,대,1022,제2종일반주거지역, ,3,Z5000, ,11290-3996,1631.7,0,서울특별시 성북구 동선동2가 1-1번지,20040709,3,11290, , ,20040710,1147.45,0,20040916,63.69,1039.2
984.17,0200,증축,20011221,0,46.56,11700,천주교 돈암성당, ,0001,20130808,0, , ,0,0,0002, , , , ,0100,도시지역, ,1,Z9000, ,11290-1774,2113.74,0,서울특별시 성북구 동선동2가 1-2번지, ,4,11290, , , ,2578.73,15, ,83.87,1772.89
995.6,0200,증축,19990524,4,47.1,11700, , ,0001,20131227,0, , ,0,0,0002, , ,25,종교용지,1020,일반주거지역, ,1,Z5000, ,11290-267,2113.74,0,서울특별시 성북구 동선동2가 1-2번지,19990524,5,11290, , ,19990609,2480.94,12, ,79.25,1675.14
984.17,0200,증축,20000829,0,47.1,11700,천주교 돈암동교회, ,0001,20160901,0, , ,0,0,0002, , ,25,종교용지,1020,일반주거지역, ,5,Z5000, ,11290-398,2113.74,0,서울특별시 성북구 동선동2가 1-2번지, ,6,11290, , , ,2578.73,14,20010208,83.87,1772.89
62.12,0700,용도변경,20150626,0,56.58,11700,동선동2가 2-5 제1종근린생활시설 (박경자), ,0002,20150627,2, , ,0,0,0005, , ,08,대, , , ,1,03000,제1종근린생활시설,11290-100035962,109.8,0,서울특별시 성북구 동선동2가 2-5번지, ,7,11290, , , ,226.75,0, ,149.98,164.68
7.5, , ,20010612,0,0,11700, , ,0002,20120615,0, , ,0,0,0013, , , , , , , ,0, , ,11290-1880,0,0,서울특별시 성북구 동선동2가 2-13번지, ,8,11290, , , ,7.5,0, ,0,0
0, , ,20161129,0,0,11700, , ,0003,20161130,0, , ,0,0,0004, , ,08,대, , , ,0, , ,11290-100045688,0,0,서울특별시 성북구 동선동2가 3-4번지, ,9,11290, , , ,0,0, ,0,0
104.9,0100,신축,20161121,0,56.98,11700, , ,0003,20170525,0,UQQ300,지구단위계획구역,0,11,0004, , ,08,대,UQA001,도시지역, ,1,01000,단독주택,11290-100045530,184.1,0,서울특별시 성북구 동선동2가 3-4번지,20161219,10,11290, , ,20161210,309.18,0,20170524,170.68,314.23
973.61,0700,용도변경,20161114,15,53.06,11800, , ,0001,20161119,0,UQQ300,지구단위계획구역,0,0,0000,UQG110,중심지미관지구,08,대,UQA220,일반상업지역, ,1,04000,제2종근린생활시설,11290-100045488,1834.9,0,서울특별시 성북구 동선동3가 1번지, ,1,11290, , , ,1218.1,0, ,59.79,1097.01
0, , ,20021025,0,0,11800, , ,0003,20100325,0, , ,0,0,0001, , , , , , , ,0, , ,11290-7477,0,0,서울특별시 성북구 동선동3가 3-1번지, ,2,11290, , , ,0,0, ,0,0
49.77,0100,신축,20060615,0,48.15,11800,단독주택신축, ,0004,20090321,1, , ,0,0,0000,101,중심지미관지구,08,대,0100,도시지역, ,1,01000,단독주택,11290-4851,103.35,0,서울특별시 성북구 동선동3가 4번지,20060619,3,11290, , ,20060617,49.77,0,20060718,48.15,49.77
52.89,0600,대수선,20060523,0,47.77,11800,동선동3가 주택 대수선, ,0004,20090321,1, , ,0,0,0000,101,중심지미관지구,08,대,0100,도시지역, ,1,01000,단독주택,11290-4939,110.7,0,서울특별시 성북구 동선동3가 4번지,20060602,4,11290, , ,20060602,52.89,0, ,47.77,52.89
0, , ,20060619,0,0,11800, , ,0004,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11290-9055,0,0,서울특별시 성북구 동선동3가 4번지, ,5,11290, , , ,0,0, ,0,0
76.6,0100,신축,20010503,0,53.9057,11800,인기빌라, ,0005,20090321,0, , ,6,0,0000,101,중심지미관지구,08,대,1020,일반주거지역, ,1,02000,공동주택,11290-939,142.1,0,서울특별시 성북구 동선동3가 5번지,20010509,6,11290, , , ,336.66,4,20010822,210.7952,299.54
0, , ,20010504,0,0,11800, , ,0005,20100325,0, , ,0,0,0000, , , , , , , ,0, , ,11290-5949,0,0,서울특별시 성북구 동선동3가 5번지, ,7,11290, , , ,0,0, ,0,0
123.24,0700,용도변경,20160622,0,57.89,11800,"동선동3가 8 근린생활시설,주택 (이건호)", ,0008,20160623,1,UQQ300,지구단위계획구역,0,5,0000,UQG110,중심지미관지구,08,대,UQA123,제3종일반주거지역, ,1,04000,제2종근린생활시설,11290-100042472,212.9,0,서울특별시 성북구 동선동3가 8번지, ,8,11290, , , ,380.13,0, ,160.51,341.72
66.95,0100,신축,20020304,0,57.27,11800,1, ,0014,20090321,1, , ,0,0,0003,101,중심지미관지구,08,대,1120,일반상업지역, ,1,14000,업무시설,11290-2124,116.9,0,서울특별시 성북구 동선동3가 14-3번지,20030221,9,11290, , ,20030224,348.78,4,20031113,298.36,348.78
0, , ,20010915,0,0,11800, , ,0022,20100325,0, , ,0,0,0004, , , , , , , ,0, , ,11290-6270,0,0,서울특별시 성북구 동선동3가 22-4번지, ,10,11290, , , ,0,0, ,0,0
344.18,0200,증축,20040809,0,50.73,11900,(주)하나은행 돈암동지점, ,0001,20090321,0,301,제1종지구단위계획구역,0,0,0000,101,중심지미관지구,08,대,1120,일반상업지역, ,1,14000,업무시설,11290-4120,678.4,0,서울특별시 성북구 동선동4가 1번지,20051014,1,11290, ,20060804,20051014,1317,7,20060120,149.96,1017.31
222.35,0700,용도변경,20070824,0,52.64,11900,동선동4가 근생용도변경, ,0004,20130214,0,301,제1종지구단위계획구역,0,0,0000,101,중심지미관지구,08,대,0100,도시지역, ,1,03000,제1종근린생활시설,11290-5296,422.36,0,서울특별시 성북구 동선동4가 4번지, ,2,11290, , , ,1169.25,8,20071017,222.8,941.03
102.08,0200,증축,20031113,0,56.83,11900,동선빌딩, ,0007,20090321,0,300,지구단위계획구역,0,0,0000,101,중심지미관지구,08,대,1120,일반상업지역, ,1,04000,제2종근린생활시설,11290-3727,179.62,0,서울특별시 성북구 동선동4가 7번지,20031119,3,11290, , ,20031115,456.8,0, ,191.95,344.79
132.43,0200,증축,20031114,0,59.96,11900,영진빌딩, ,0007,20090321,0,300,지구단위계획구역,0,0,0000,101,중심지미관지구,08,대,1120,일반상업지역, ,1,04000,제2종근린생활시설,11290-3762,220.85,0,서울특별시 성북구 동선동4가 7번지, ,4,11290, , , ,486.66,1,20040325,169.64,374.65
132.43,0700,용도변경,20040616,0,59.96,11900, , ,0007,20110723,0,300,지구단위계획구역,0,0,0000,101,중심지미관지구,08,대,1120,일반상업지역, ,1,16000,위락시설,11290-4176,220.85,0,서울특별시 성북구 동선동4가 7번지, ,5,11290, , , ,486.66,2,20041102,169.64,374.65
93.53,0200,증축,20031113,0,59.98,11900, , ,0011,20090321,0,300,지구단위계획구역,0,0,0000,101,중심지미관지구,08,대,1120,일반상업지역, ,1,04000,제2종근린생활시설,11290-3761,155.91,0,서울특별시 성북구 동선동4가 11번지,20031119,6,11290, , ,20031115,428.83,0,20040115,216.68,337.83
