archArea,bjdongCd,bldNm,block,bun,crtnDay,fmlyCnt,hhldCnt,hoCnt,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmDongOulnPk,mgmPmsrgstPk,platGbCd,platPlc,rnum,roofCd,roofCdNm,sigunguCd,splotNm,strctCd,strctCdNm,totArea,vlRatEstmTotArea
23.17,10100, , ,0053,20130801,1,0,0,0088, ,0,주건축물,01000,단독주택,11110-100016823,11110-100017954,0,서울특별시 종로구 청운동 53-88번지,117,20,기와,11110, ,51,일반목구조,23.17,23.17
26.46,10100, , ,0053,20141021,1,0,0,0088, ,0,주건축물,01000,단독주택,11110-100020219,11110-100017623,0,서울특별시 종로구 청운동 53-88번지,118,90,기타지붕,11110, ,51,일반목구조,77.95,72.98
0,10100, , ,0055,20110908,1,0,0,0013, ,0,주건축물,01000,단독주택,11110-100012565,11110-100014357,0,서울특별시 종로구 청운동 55-13번지,119,10,(철근)콘크리트,11110, ,13,석구조,253.72,0
145.1,10100, , ,0056,20090326,3,0,0,0001, ,0,주건축물,01000,단독주택,11110-524,11110-311,0,서울특별시 종로구 청운동 56-1번지,120,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,1014.59,434.07
173.98,10100,., ,0056,20090326,1,0,0,0003, ,0,주건축물,01000,단독주택,11110-4915,11110-4192,0,서울특별시 종로구 청운동 56-3번지,121,90,기타지붕,11110, ,19,기타조적구조,496.43,384.33
87.34,10100,청운단독주택, ,0056,20150402,1,0,0,0004, ,0,주건축물,01000,단독주택,11110-2438,11110-1954,0,서울특별시 종로구 청운동 56-4번지,122,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,263.37,234.96
127.63,10100,에벤에셀, ,0056,20140517,0,4,0,0014, ,0,주건축물,02000,공동주택,11110-3438,11110-2857,0,서울특별시 종로구 청운동 56-14번지,123,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,653.46,368.37
172.17,10100,MJ하이빌, ,0056,20090326,0,6,0,0041, ,0,주건축물,02000,공동주택,11110-4349,11110-3663,0,서울특별시 종로구 청운동 56-41번지,124,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,495.03,495.03
210.25,10100,하정빌라, ,0056,20130618,0,4,0,0042, ,0,주건축물,02000,공동주택,11110-796,11110-429,0,서울특별시 종로구 청운동 56-42번지,125,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,850.09,622.32
65.52,10100,청운동 56-44 단독주택 (김대중), ,0056,20171118,1,0,0,0044, ,0,주건축물,01000,단독주택,11110-100022926,11110-100023469,0,서울특별시 종로구 청운동 56-44번지,126,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,328.79,167.18
382.09,10100,청운동노블레스빌, ,0056,20090326,0,6,0,0048, ,0,주건축물,02000,공동주택,11110-2122,11110-1658,0,서울특별시 종로구 청운동 56-48번지,127,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,1521.24,1088.52
176.86,10100,청운동 다세대주택, ,0056,20140711,0,4,0,0049, ,0,주건축물,02000,공동주택,11110-2894,11110-2363,0,서울특별시 종로구 청운동 56-49번지,128,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,889.44,658.04
174.54,10100,청운동다세대주택, ,0056,20140711,0,8,0,0049, ,0,주건축물,02000,공동주택,11110-2335,11110-1861,0,서울특별시 종로구 청운동 56-49번지,129,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,655.11,655.11
10.91,10100, , ,0056,20150207,0,0,0,0070, ,0,주건축물,01000,단독주택,11110-100009693,11110-100011630,0,서울특별시 종로구 청운동 56-70번지,130,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,59.99,59.99
0,10100, , ,0056,20150523,1,0,0,0077, ,0,주건축물,01000,단독주택,11110-100022247,11110-100022814,0,서울특별시 종로구 청운동 56-77번지,131,20,기와,11110, ,51,일반목구조,47.27,0
50.91,10100,청운동 56-77 단독주택, ,0056,20160629,1,0,0,0077, ,0,주건축물,01000,단독주택,11110-100025378,11110-100023518,0,서울특별시 종로구 청운동 56-77번지,132,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,151.89,151.89
0,10100, , ,0057,20160420,1,0,0,0027, ,0,주건축물,01000,단독주택,11110-100024867,11110-100025286,0,서울특별시 종로구 청운동 57-27번지,133,10,(철근)콘크리트,11110, ,11,벽돌구조,161,0
114.14,10100,청운동 57-27 근생 및 다세대주택, ,0057,20161108,0,8,0,0027, ,0,주건축물,02000,공동주택,11110-100026545,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,134,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,459.1,347.04
158.68,10100, , ,0057,20160421,1,0,0,0042, ,0,주건축물,01000,단독주택,11110-100024871,11110-100025288,0,서울특별시 종로구 청운동 57-42번지,135,20,기와,11110, ,51,일반목구조,208.27,208.27
184.87,10100,진선재, ,0057,20170603,0,4,0,0042, ,0,주건축물,02000,공동주택,11110-100028087,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,136,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,723,482.43
0,10100, , ,0057,20160419,1,0,0,0051, ,0,주건축물,01000,단독주택,11110-100024866,11110-100025285,0,서울특별시 종로구 청운동 57-51번지,137,20,기와,11110, ,51,일반목구조,82.64,0
89.47,10100,청운동 다세대 신축공사,57,0057,20130618,0,4,0,0064,64,0,주건축물,02000,공동주택,11110-1406,11110-1006,0,서울특별시 종로구 청운동 57-64번지,138,10,(철근)콘크리트,11110,서울시 종로구 청운동,21,철근콘크리트구조,423.97,338.57
0,10100, , ,0057,20150109,0,5,0,0064, ,0,주건축물,02000,공동주택,11110-100020989,11110-100021666,0,서울특별시 종로구 청운동 57-64번지,139,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,52.39,52.39
0,10100, , ,0059,20131018,1,0,0,0005, ,0,주건축물,03000,제1종근린생활시설,11110-100011720,11110-100013670,0,서울특별시 종로구 청운동 59-5번지,140,20,기와,11110, ,51,일반목구조,62.81,0
108,10100,공동주택 (채옥희), ,0060,20090326,0,4,0,0000, ,0,주건축물,02000,공동주택,11110-100007114,11110-100005957,0,서울특별시 종로구 청운동 60번지,141,90,기타지붕,11110, ,21,철근콘크리트구조,308.13,308.13
0,10100, , ,0060,20100325,1,0,0,0000, ,0,주건축물,01000,단독주택,11110-100005960,11110-100006197,0,서울특별시 종로구 청운동 60번지,142,20,기와,11110, ,11,벽돌구조,123.47,0
113.4,10100, , ,0063,20190214,0,0,0,0000, ,0,주건축물,03000,제1종근린생활시설,11110-100036145,11110-100034893,0,서울특별시 종로구 청운동 63번지,143,90,기타지붕,11110, ,11,벽돌구조,210.63,119.11
175.23,10100, , ,0063,20190329,0,8,0,0000, ,0,주건축물,02000,공동주택,11110-100035705,11110-100034531,0,서울특별시 종로구 청운동 63번지,144,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,686.23,686.23
111.96,10100,청운동 65 제2종근린생활시설 (재단법인 한중문화센터), ,0065,20180616,0,0,0,0000, ,0,주건축물,04000,제2종근린생활시설,11110-100030186,11110-100030046,0,서울특별시 종로구 청운동 65번지,145,10,(철근)콘크리트,11110, ,41,철골콘크리트구조,467.6,369.53
93.48,10100, , ,0065,20180719,0,0,0,0000, ,0,주건축물,03000,제1종근린생활시설,11110-100031347,11110-100031167,0,서울특별시 종로구 청운동 65번지,146,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,386.17,260.72
12.94,10100,소소, ,0065,20190112,0,0,0,0000, ,0,주건축물,04000,제2종근린생활시설,11110-100035321,11110-100030967,0,서울특별시 종로구 청운동 65번지,147,90,기타지붕,11110, ,21,철근콘크리트구조,230.42,253.52
0,10100, , ,0068,20121113,1,0,0,0000, ,0,주건축물,01000,단독주택,11110-100015303,11110-100016626,0,서울특별시 종로구 청운동 68번지,148,10,(철근)콘크리트,11110, ,11,벽돌구조,198.15,0
175.56,10100,청운동근.생증축공사, ,0069,20090326,0,1,0,0000, ,0,주건축물,04000,제2종근린생활시설,11110-2538,11110-2051,0,서울특별시 종로구 청운동 69번지,149,90,기타지붕,11110, ,11,벽돌구조,286.19,255.21
59,10100,청운동 이씨 주택, ,0071,20130221,3,0,0,0002, ,0,주건축물,01000,단독주택,11110-1209,11110-810,0,서울특별시 종로구 청운동 71-2번지,150,12, ,11110, ,21,철근콘크리트구조,227.97,150.94
62.35,10100, , ,0075,20130309,1,0,0,0000, ,0,주건축물,01000,단독주택,11110-100015953,11110-100017234,0,서울특별시 종로구 청운동 75번지,151,10,(철근)콘크리트,11110, ,11,벽돌구조,187.05,124.7
92.46,10100,없슴, ,0079,20090326,0,3,0,0002, ,0,주건축물,02000,공동주택,11110-2264,11110-1790,0,서울특별시 종로구 청운동 79-2번지,152,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,288.05,268.74
0,10100, , ,0079,20170112,2,0,0,0002, ,0,주건축물,01000,단독주택,11110-100027032,11110-100027082,0,서울특별시 종로구 청운동 79-2번지,153,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,0,0
0,10100, , ,0081,20170126,1,0,0,0001, ,0,주건축물,01000,단독주택,11110-100027154,11110-100027184,0,서울특별시 종로구 청운동 81-1번지,154,20,기와,11110, ,51,일반목구조,99.17,0
103.05,10100,청운동 81-1 외 다가구주택, ,0081,20180531,4,0,0,0001, ,0,주건축물,01000,단독주택,11110-100030929,11110-100027370,0,서울특별시 종로구 청운동 81-1번지,155,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,300.18,300.18
0,10100, , ,0081,20170126,1,0,0,0002, ,0,주건축물,01000,단독주택,11110-100027153,11110-100027183,0,서울특별시 종로구 청운동 81-2번지,156,20,기와,11110, ,51,일반목구조,52.89,0
198.23,10100,청운동 89-2 제2종근린생활시설 (사단법인새사람선교회), ,0089,20160805,0,0,0,0002, ,0,주건축물,04000,제2종근린생활시설,11110-100025676,11110-100025951,0,서울특별시 종로구 청운동 89-2번지,157,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,851.82,659.3
414.37,10100,아트빌, ,0089,20090326,0,16,0,0005, ,0,주건축물,02000,공동주택,11110-1986,11110-1530,0,서울특별시 종로구 청운동 89-5번지,158,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,2211.86,1550.96
8.79,10100,청운동 89-12 노유자시설 (서울특별시 종로구청), ,0089,20150310,0,0,0,0012, ,0,주건축물,11000,노유자시설,11110-100021609,11110-100022249,0,서울특별시 종로구 청운동 89-12번지,159,90,기타지붕,11110, ,32,경량철골구조,57.32,57.32
84.64,10100,궁정빌리디, ,0089,20090326,0,5,0,0017, ,0,주건축물,02000,공동주택,11110-1198,11110-799,0,서울특별시 종로구 청운동 89-17번지,160,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,423.2,338.56
422.35,10100,청운동새사람선교회, ,0089,20090326,0,0,0,0020, ,0,주건축물,Z5000, ,11110-3074,11110-2536,0,서울특별시 종로구 청운동 89-20번지,161,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,1035.32,1410.2
120.52,10100,청운동다세대 신축공사, ,0089,20090326,0,5,0,0021, ,0,주건축물,02000,공동주택,11110-2075,11110-1614,0,서울특별시 종로구 청운동 89-21번지,162,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,590.85,472.68
164.4,10100,해피빌, ,0089,20090326,0,8,0,0022, ,0,주건축물,02000,공동주택,11110-1347,11110-947,0,서울특별시 종로구 청운동 89-22번지,163,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,876.65,652.56
104.08,10100, , ,0089,20090326,0,5,0,0023, ,0,주건축물,02000,공동주택,11110-860,11110-491,0,서울특별시 종로구 청운동 89-23번지,164,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,487.56,390.39
14.4,10100, , ,0089,20160223,0,0,0,0107, , , , , ,11110-1793,11110-1350,0,서울특별시 종로구 청운동 89-107번지,165, , ,11110, ,39,기타강구조,14.4,0
131.13,10100,1, ,0089,20090326,1,0,0,0108, ,0,주건축물,04000,제2종근린생활시설,11110-2548,11110-2061,0,서울특별시 종로구 청운동 89-108번지,166,90,기타지붕,11110, ,19,기타조적구조,237.08,221.31
0,10100, , ,0089,20100325,1,0,0,0109, ,0,주건축물,01000,단독주택,11110-100008678,11110-100011015,0,서울특별시 종로구 청운동 89-109번지,167,20,기와,11110, ,11,벽돌구조,163.14,0
177.12,10100, , ,0089,20170727,0,0,0,0109, ,0,주건축물,04000,제2종근린생활시설,11110-100028602,11110-100026815,0,서울특별시 종로구 청운동 89-109번지,168,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,285.84,285.84
238.15,10100,청운동 89-109 제1종근린생활시설 (이봉주), ,0089,20171118,0,0,0,0109, ,0,주건축물,04000,제2종근린생활시설,11110-100017850,11110-100018883,0,서울특별시 종로구 청운동 89-109번지,169,90,기타지붕,11110, ,21,철근콘크리트구조,303.55,303.55
0,10100,청운동 단독주택 증축공사, ,0089,20121219,1,0,0,0112, ,0,주건축물,01000,단독주택,11110-100013190,11110-100014909,0,서울특별시 종로구 청운동 89-112번지,170,10,(철근)콘크리트,11110, ,11,벽돌구조,28.9,28.9
0,10100, , ,0091,20090326,1,1,0,0000, ,0,주건축물,01000,단독주택,11110-1029,11110-659,0,서울특별시 종로구 청운동 91번지,171,10,(철근)콘크리트,11110, ,11,벽돌구조,41.16,41.16
69.22,10100,청운동주택, ,0091,20090326,3,0,0,0000, ,0,주건축물,01000,단독주택,11110-4590,11110-3893,0,서울특별시 종로구 청운동 91번지,172,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,195.41,138.44
0,10100, , ,0094,20111201,1,0,0,0001, ,0,주건축물,04000,제2종근린생활시설,11110-100013174,11110-100014894,0,서울특별시 종로구 청운동 94-1번지,173,20,기와,11110, ,51,일반목구조,81.52,0
5.16,10100,청운동 94-2 제2종근린생활시설 (강태호), ,0094,20090326,0,0,0,0002, ,0,주건축물,04000,제2종근린생활시설,11110-100006698,11110-100007115,0,서울특별시 종로구 청운동 94-2번지,174,10,(철근)콘크리트,11110, ,11,벽돌구조,10.32,10.32
83.6,10100,청운동 95 단독주택, ,0095,20170715,0,1,0,0000, ,0,주건축물,01000,단독주택,11110-100028487,11110-100028424,0,서울특별시 종로구 청운동 95번지,175,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,328.72,279.28
5.31,10100, ,100,0100,20090326,1,1,0,0000,0,0,주건축물,01000,단독주택,11110-1668,11110-1234,0,서울특별시 종로구 청운동 100번지,176,10,(철근)콘크리트,11110,서울특별시 종로구 청운동,21,철근콘크리트구조,5.31,5.31
98.38,10100,청운주택, ,0107,20180608,0,4,0,0000, ,0,주건축물,02000,공동주택,11110-2857,11110-2326,0,서울특별시 종로구 청운동 107번지,177,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,457.42,363.16
150.88,10100, , ,0108,20100604,0,5,0,0001, ,0,주건축물,02000,공동주택,11110-823,11110-455,0,서울특별시 종로구 청운동 108-1번지,178,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,659.35,512.26
68.98,10100,1, ,0108,20161209,0,0,0,0005, ,0,주건축물,04000,제2종근린생활시설,11110-5030,11110-4305,0,서울특별시 종로구 청운동 108-5번지,179,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,207.64,131.11
0,10100, , ,0108,20171031,0,0,0,0008, ,0,주건축물,04000,제2종근린생활시설,11110-100029357,11110-100029241,0,서울특별시 종로구 청운동 108-8번지,180,10,(철근)콘크리트,11110, ,11,벽돌구조,285.39,0
21.47,10100,청운동 108-8 제2종근린생활시설 (김민주), ,0108,20171118,0,0,0,0008, ,0,주건축물,04000,제2종근린생활시설,11110-100018297,11110-100019273,0,서울특별시 종로구 청운동 108-8번지,181,10,(철근)콘크리트,11110, ,11,벽돌구조,12.37,12.37
122.96,10100,송강문화회관, ,0108,20180426,3,0,0,0008, ,0,주건축물,04000,제2종근린생활시설,11110-100030620,11110-100027924,0,서울특별시 종로구 청운동 108-8번지,182,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,484.66,385.74
195.97,10100,청운동다세대주택,108,0108,20100604,0,7,0,0014,14,0,주건축물,02000,공동주택,11110-808,11110-441,0,서울특별시 종로구 청운동 108-14번지,183,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,624.15,624.15
48.05,10100,운경채, ,0111,20090326,1,0,0,0001, ,0,주건축물,04000,제2종근린생활시설,11110-4331,11110-3646,0,서울특별시 종로구 청운동 111-1번지,184,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,197.21,197.21
130.07,10100,유니세프 별관, ,0113,20120215,0,0,0,0003, ,0,주건축물,10000,교육연구시설,11110-100013673,11110-2432,0,서울특별시 종로구 청운동 113-3번지,185,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,781.02,620.94
130.07,10100,아카이브 빌딩, ,0113,20170106,0,0,0,0003, ,0,주건축물,04000,제2종근린생활시설,11110-100026995,11110-100027038,0,서울특별시 종로구 청운동 113-3번지,186,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,781.02,620.94
98,10100,경기상고 총동문회관, ,0114,20090326,0,0,0,0001, ,0,주건축물,04000,제2종근린생활시설,11110-2926,11110-2393,0,서울특별시 종로구 청운동 114-1번지,187,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,579.89,486.21
136.51,10100,청운동00빌딩용도변경, ,0115,20090326,3,0,0,0001, ,0,주건축물,01000,단독주택,11110-3752,11110-3138,0,서울특별시 종로구 청운동 115-1번지,188,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,568.35,376.34
0,10100, , ,0115,20110723,3,0,0,0001, ,0,주건축물,01000,단독주택,11110-100008452,11110-100010850,0,서울특별시 종로구 청운동 115-1번지,189,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,0,0
0,10100, , ,0117,20171118,1,0,0,0001, ,0,주건축물,01000,단독주택,11110-100029477,11110-100029381,0,서울특별시 종로구 청운동 117-1번지,190,20,기와,11110, ,11,벽돌구조,99.24,0
45.54,10100,由荷軒(유하헌), ,0117,20190227,1,0,0,0001, ,0,주건축물,01000,단독주택,11110-100036565,11110-100029242,0,서울특별시 종로구 청운동 117-1번지,191,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,169.2,150.93
56.13,10100, , ,0117,20150207,1,0,0,0002, ,0,주건축물,01000,단독주택,11110-100010567,11110-100012332,0,서울특별시 종로구 청운동 117-2번지,192,20,기와,11110, ,11,벽돌구조,66.05,56.13
36.43,10100,청운동 근생, ,0140,20090326,0,0,0,0001, ,0,주건축물,03000,제1종근린생활시설,11110-4442,11110-3750,0,서울특별시 종로구 청운동 140-1번지,193,20,기와,11110, ,51,일반목구조,72.79,72.79
45.68,10100,북악3대기 소초, ,0001,20160428,0,0,0,0001, ,0,주건축물,23000,교정및군사시설,11110-100023952,11110-100024421,1,서울특별시 종로구 청운동 산 1-1번지,194,90,기타지붕,11110, ,31,일반철골구조,45.68,45.68
1010.83,10100, , ,0001,20111129,0,0,0,0077, ,0,주건축물,23000,교정및군사시설,11110-100013151,11110-100014870,1,서울특별시 종로구 청운동 산 1-77번지,195,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,1402.94,1142.67
88.17,10200,1, ,0001,20100317,1,0,0,0026, ,0,주건축물,01000,단독주택,11110-100009461,11110-2994,0,서울특별시 종로구 신교동 1-26번지,1,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,119.92,118.34
0,10200, , ,0001,20100325,1,0,0,0027, ,0,주건축물,01000,단독주택,11110-100006267,11110-100006766,0,서울특별시 종로구 신교동 1-27번지,2,20,기와,11110, ,11,벽돌구조,94.78,0
92.75,10200, , ,0001,20120605,3,0,0,0027, ,0,주건축물,01000,단독주택,11110-100014374,11110-100010119,0,서울특별시 종로구 신교동 1-27번지,3,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,278.25,278.25
274.96,10200,코리아나하우스, ,0002,20131126,0,3,0,0007, ,0,주건축물,02000,공동주택,11110-504,11110-291,0,서울특별시 종로구 신교동 2-7번지,4,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,1207.89,767.68
14.43,10200,신교동 2-48 단독주택 (이성수), ,0002,20100605,0,0,0,0048, ,0,주건축물,01000,단독주택,11110-100009915,11110-100011103,0,서울특별시 종로구 신교동 2-48번지,5,10,(철근)콘크리트,11110, ,11,벽돌구조,49.81,49.81
0,10200, , ,0002,20120204,1,0,0,0048, ,0,주건축물,01000,단독주택,11110-100009899,11110-100012074,0,서울특별시 종로구 신교동 2-48번지,6,10,(철근)콘크리트,11110, ,11,벽돌구조,107.24,0
0,10200, , ,0002,20110728,1,0,0,0051, ,0,주건축물,01000,단독주택,11110-100012392,11110-100014230,0,서울특별시 종로구 신교동 2-51번지,7,20,기와,11110, ,11,벽돌구조,48.6,0
34.4,10200,신교동 2-51 단독주택 (방인숙), ,0002,20120929,1,0,0,0051, ,0,주건축물,01000,단독주택,11110-100015086,11110-100015118,0,서울특별시 종로구 신교동 2-51번지,8,90,기타지붕,11110, ,99,기타구조,62.49,62.49
6.53,10200, , ,0002,20130220,1,0,0,0062, ,0,주건축물,01000,단독주택,11110-100015863,11110-100015739,0,서울특별시 종로구 신교동 2-62번지,9,20,기와,11110, ,51,일반목구조,71.26,71.26
147.75,10200,경복교회 선교관, ,0002,20090326,1,0,0,0084, ,0,주건축물,Z5000, ,11110-3432,11110-2851,0,서울특별시 종로구 신교동 2-84번지,10,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,539.48,414.08
21.42,10200, , ,0002,20141218,1,0,0,0116, ,0,주건축물,01000,단독주택,11110-100020735,11110-100021469,0,서울특별시 종로구 신교동 2-116번지,11,90,기타지붕,11110, ,51,일반목구조,45.28,45.28
70.54,10200,신교동 2-116 단독주택 (김미애), ,0002,20141219,1,0,0,0116, ,0,주건축물,01000,단독주택,11110-100010031,11110-100008092,0,서울특별시 종로구 신교동 2-116번지,12,90,기타지붕,11110, ,51,일반목구조,119.04,119.04
49.79,10200,신교동 2-118 단독주택 (박철호), ,0002,20111014,0,0,0,0118, ,0,주건축물,01000,단독주택,11110-100012784,11110-100013761,0,서울특별시 종로구 신교동 2-118번지,13,10,(철근)콘크리트,11110, ,31,일반철골구조,49.51,49.51
48.2,10200, , ,0002,20141230,1,0,0,0121, ,0,주건축물,04000,제2종근린생활시설,11110-100020884,11110-100021575,0,서울특별시 종로구 신교동 2-121번지,14,10,(철근)콘크리트,11110, ,11,벽돌구조,56.99,48.2
48.2,10200, , ,0002,20170608,1,0,0,0121, ,0,주건축물,01000,단독주택,11110-100028096,11110-100028043,0,서울특별시 종로구 신교동 2-121번지,15,10,(철근)콘크리트,11110, ,11,벽돌구조,56.99,48.2
0,10200, , ,0004,20110409,1,0,0,0002, ,0,주건축물,01000,단독주택,11110-100011745,11110-100013690,0,서울특별시 종로구 신교동 4-2번지,16,90,기타지붕,11110, ,51,일반목구조,85.96,0
127.32,10200, , ,0004,20111231,0,0,0,0002, ,0,주건축물,04000,제2종근린생활시설,11110-100013395,11110-100013895,0,서울특별시 종로구 신교동 4-2번지,17,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,544.28,416.96
0,10200,신교동 6-1 근생및다세대주택, ,0006,20131018,0,4,0,0001, ,0,주건축물,02000,공동주택,11110-100011190,11110-100013164,0,서울특별시 종로구 신교동 6-1번지,18,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,0,0
0,10200, , ,0006,20111001,1,0,0,0002, ,0,주건축물,01000,단독주택,11110-100012693,11110-100014477,0,서울특별시 종로구 신교동 6-2번지,19,20,기와,11110, ,51,일반목구조,43.34,0
34.43,10200,신교동 단독주택(서윤기), ,0006,20111229,0,1,0,0002, ,0,주건축물,01000,단독주택,11110-100013361,11110-100014456,0,서울특별시 종로구 신교동 6-2번지,20,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,75.04,75.04
98.93,10200,신교동주택, ,0006,20140411,0,1,0,0004, ,0,주건축물,01000,단독주택,11110-5162,11110-4434,0,서울특별시 종로구 신교동 6-4번지,21,20,기와,11110, ,11,벽돌구조,272.43,178.73
98.93,10200,S&W, ,0006,20170112,1,1,0,0004, ,0,주건축물,04000,제2종근린생활시설,11110-100027047,11110-100027098,0,서울특별시 종로구 신교동 6-4번지,22,20,기와,11110, ,11,벽돌구조,272.43,178.73
131.19,10200, , ,0006,20131012,1,0,0,0006, ,0,주건축물,01000,단독주택,11110-100017192,11110-100018302,0,서울특별시 종로구 신교동 6-6번지,23,90,기타지붕,11110, ,21,철근콘크리트구조,270.21,0
174.24,10200,풍성애뜰안, ,0006,20150107,0,8,0,0006, ,0,주건축물,02000,공동주택,11110-100020965,11110-100017446,0,서울특별시 종로구 신교동 6-6번지,24,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,580.19,580.19
213.56,10200,신현아파트102동, ,0006,20090326,0,10,0,0011, ,0,주건축물,02000,공동주택,11110-1224,11110-825,0,서울특별시 종로구 신교동 6-11번지,25,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,1390.26,1061.6
230.89,10200,신교동6-12외3필지, ,0006,20090326,0,10,0,0013, ,0,주건축물,02000,공동주택,11110-1331,11110-931,0,서울특별시 종로구 신교동 6-13번지,26,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,1388.06,1059.4
790.66,10200,유니온빌,6,0006,20131126,0,8,0,0017,17,0,주건축물,02000,공동주택,11110-534,11110-321,0,서울특별시 종로구 신교동 6-17번지,27,10,(철근)콘크리트,11110,서울특별시 종로구 신교동,21,철근콘크리트구조,3845.27,2688.8
186.3,10200,가원빌라, ,0006,20140724,0,6,0,0025, ,0,주건축물,02000,공동주택,11110-100010594,11110-100012519,0,서울특별시 종로구 신교동 6-25번지,28,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,652.83,557.12
72.05,10200,신교동6-46, ,0006,20090326,0,0,0,0046, ,0,주건축물,04000,제2종근린생활시설,11110-2087,11110-1626,0,서울특별시 종로구 신교동 6-46번지,29,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,216.15,86.78
80.95,10200,신교동 6-47, ,0006,20150107,2,0,0,0047, ,0,주건축물,01000,단독주택,11110-100020953,11110-100021632,0,서울특별시 종로구 신교동 6-47번지,30,10,(철근)콘크리트,11110, ,11,벽돌구조,137.27,122.15
40.19,10200, , ,0006,20090326,0,6,0,0049, ,0,주건축물,02000,공동주택,11110-146,11110-139,0,서울특별시 종로구 신교동 6-49번지,31,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,200.92,160.73
94.38,10200,1, ,0006,20090326,0,6,0,0049, ,0,주건축물,02000,공동주택,11110-1898,11110-1444,0,서울특별시 종로구 신교동 6-49번지,32,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,288.96,288.96
138.33,10200,신교동다세대주택, ,0006,20131010,0,8,0,0053, ,0,주건축물,02000,공동주택,11110-2000,11110-1541,0,서울특별시 종로구 신교동 6-53번지,33,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,704.13,542.94
0,10200, , ,0006,20140916,1,0,0,0080, ,0,주건축물,01000,단독주택,11110-100019966,11110-100020703,0,서울특별시 종로구 신교동 6-80번지,34,10,(철근)콘크리트,11110, ,11,벽돌구조,258.83,0
111.6,10200,GB RAUM, ,0006,20150331,0,3,0,0080, ,0,주건축물,02000,공동주택,11110-100021815,11110-100020854,0,서울특별시 종로구 신교동 6-80번지,35,10,(철근)콘크리트,11110, ,21,철근콘크리트구조,324.32,324.32
98.35,10200, ,12,0012,20131126,8,0,0,0000, ,0,주건축물,02000,공동주택,11110-459,11110-265,0,서울특별시 종로구 신교동 12번지,36,10,(철근)콘크리트,11110,서울특별시 종로구 신교동,21,철근콘크리트구조,395.67,395.67
